,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
53038,53039,0.53,Ideal,E,VVS1,62.1,55,2604,5.18,5.23,3.23
53030,53031,0.72,Ideal,I,VVS2,61.6,57,2602,5.73,5.76,3.54
53029,53030,0.72,Ideal,I,VVS2,61,57,2602,5.81,5.84,3.55
53026,53027,0.61,Ideal,G,IF,61.8,52,2601,5.46,5.55,3.4
53015,53016,0.52,Ideal,F,IF,60.6,57,2598,5.22,5.21,3.16
53014,53015,0.77,Ideal,I,VVS2,62.1,55,2598,5.85,5.9,3.65
53012,53013,0.7,Ideal,F,SI1,62.3,57,2596,5.68,5.64,3.53
53010,53011,0.7,Ideal,F,SI1,62.1,56,2596,5.67,5.65,3.51
53008,53009,0.7,Ideal,F,SI1,60.8,57,2596,5.73,5.71,3.48
53000,53001,0.7,Ideal,F,SI1,61.4,57,2596,5.69,5.67,3.49
52998,52999,0.78,Ideal,E,SI2,61.2,54,2596,5.96,6,3.66
52997,52998,0.73,Ideal,I,VS1,61,56,2596,5.82,5.86,3.56
52996,52997,0.73,Ideal,I,VS1,61.1,56,2596,5.79,5.83,3.55
52995,52996,0.73,Ideal,I,VS1,61.6,55,2596,5.77,5.79,3.56
53070,53071,0.74,Ideal,I,VS1,60.7,55,2609,5.84,5.88,3.56
53132,53133,0.72,Ideal,D,SI2,61.8,56,2618,5.75,5.78,3.56
53072,53073,0.71,Ideal,D,SI2,61.3,57,2610,5.71,5.78,3.52
53074,53075,0.71,Ideal,D,SI2,61.5,56,2610,5.74,5.78,3.54
53130,53131,0.7,Ideal,H,VVS1,61.7,54,2618,5.72,5.76,3.54
53125,53126,0.74,Ideal,E,SI2,60.9,57,2617,5.89,5.83,3.57
53124,53125,0.82,Ideal,H,SI1,62.4,56,2617,6.05,6,3.76
53120,53121,0.7,Ideal,E,SI1,60.2,58,2617,5.75,5.78,3.47
53119,53120,0.58,Ideal,D,VVS2,62.1,57,2617,5.32,5.4,3.32
53114,53115,0.78,Ideal,H,SI1,61.1,57,2616,5.9,5.94,3.62
53113,53114,0.7,Ideal,I,VS1,61.9,56,2616,5.69,5.72,3.53
53112,53113,0.54,Ideal,E,VVS2,62.2,54,2616,5.23,5.26,3.26
53109,53110,0.7,Ideal,E,VS2,62.2,55,2616,5.72,5.69,3.55
53106,53107,0.57,Ideal,E,VVS2,61.5,55.9,2615,5.31,5.35,3.28
53105,53106,0.57,Ideal,E,VVS2,61.9,54.3,2615,5.31,5.33,3.29
53104,53105,0.57,Ideal,E,VVS2,62.3,54,2615,5.3,5.35,3.32
53102,53103,0.7,Ideal,E,SI1,60.6,57,2614,5.76,5.79,3.5
53101,53102,0.7,Ideal,E,SI1,62.7,57,2614,5.64,5.66,3.54
53100,53101,0.7,Ideal,E,SI1,62.4,55,2614,5.67,5.7,3.55
53099,53100,0.71,Ideal,I,VS2,61.8,55,2614,5.7,5.73,3.53
53097,53098,0.71,Ideal,F,SI2,62.1,55.7,2614,5.7,5.75,3.56
53095,53096,0.75,Ideal,I,VS1,63,57,2613,5.8,5.82,3.66
53091,53092,0.71,Ideal,E,VS2,62.9,55,2613,5.76,5.72,3.61
53089,53090,0.77,Ideal,H,SI1,61.7,56,2612,5.9,5.85,3.62
53088,53089,0.7,Ideal,D,SI1,62.5,56,2612,5.67,5.73,3.56
53087,53088,0.71,Ideal,E,SI1,62.8,53,2612,5.67,5.7,3.57
53086,53087,0.71,Ideal,D,SI2,61.1,57,2612,5.77,5.79,3.53
53085,53086,0.57,Ideal,G,VVS1,60.9,56,2612,5.37,5.41,3.28
53084,53085,0.56,Ideal,D,VVS2,61.7,58,2612,5.26,5.3,3.26
53081,53082,1.02,Ideal,J,SI2,61.6,55,2611,6.49,6.43,3.98
53079,53080,0.59,Ideal,G,IF,62.5,57,2611,5.34,5.38,3.35
53078,53079,0.59,Ideal,F,VVS2,62,55,2611,5.36,5.38,3.33
53077,53078,0.9,Ideal,F,I1,61.8,57,2611,6.13,6.2,3.81
53073,53074,0.71,Ideal,F,SI1,61.5,56,2610,5.69,5.76,3.52
44088,44089,0.5,Ideal,E,VS2,61.5,55,1554,5.11,5.16,3.16
51155,51156,0.62,Ideal,F,VS1,61.9,55,2344,5.46,5.19,3.39
51145,51146,0.7,Ideal,I,SI1,61.2,55,2343,5.71,5.76,3.51
49272,49273,0.54,Ideal,G,VVS2,61.5,54,2090,5.26,5.24,3.23
49271,49272,0.6,Ideal,E,SI1,62.3,55,2090,5.45,5.4,3.38
49270,49271,0.64,Ideal,E,SI1,62,56,2089,5.57,5.53,3.44
49269,49270,0.72,Ideal,G,SI2,62.1,55.3,2089,5.72,5.74,3.56
49268,49269,0.7,Ideal,F,SI1,62.6,56,2089,5.66,5.69,3.55
49265,49266,0.58,Ideal,F,VS1,62.1,56,2088,5.38,5.32,3.32
49259,49260,0.71,Ideal,D,SI2,62.5,57,2088,5.7,5.73,3.57
49256,49257,0.54,Ideal,G,VVS1,61.3,56,2087,5.28,5.23,3.22
49253,49254,0.73,Ideal,F,SI2,61.7,57,2087,5.78,5.82,3.58
49252,49253,0.71,Ideal,H,SI2,62.1,56,2086,5.76,5.71,3.56
49251,49252,0.47,Ideal,D,VS1,60.5,57,2086,5.04,5.07,3.06
49246,49247,0.56,Ideal,E,VS1,61.2,56,2085,5.3,5.34,3.26
49245,49246,0.51,Ideal,F,VS1,60.9,56,2085,5.17,5.2,3.16
49273,49274,0.54,Ideal,G,VVS2,61,56,2090,5.3,5.25,3.22
49244,49245,0.51,Ideal,F,VS1,61.7,55,2085,5.14,5.17,3.18
49242,49243,0.51,Ideal,E,VS2,61.6,55,2085,5.16,5.19,3.19
49238,49239,0.64,Ideal,H,VVS1,61.1,55,2084,5.58,5.61,3.43
49234,49235,0.7,Ideal,I,SI1,62.1,58,2083,5.68,5.72,3.54
49233,49234,0.7,Ideal,I,SI1,60.8,59,2083,5.74,5.78,3.5
49232,49233,0.7,Ideal,I,SI1,59.9,59,2083,5.75,5.8,3.46
49231,49232,0.54,Ideal,F,VS1,61.1,55,2083,5.26,5.32,3.23
49230,49231,0.51,Ideal,F,VVS2,62.2,57,2083,5.12,5.17,3.2
49226,49227,0.51,Ideal,F,VVS2,62.2,57,2082,5.12,5.14,3.19
49222,49223,0.56,Ideal,G,VVS2,61.6,56,2081,5.32,5.29,3.27
49216,49217,0.54,Ideal,G,VVS1,62.2,56,2080,5.18,5.23,3.24
49215,49216,0.54,Ideal,G,VVS1,62.2,56,2080,5.19,5.22,3.24
49213,49214,0.55,Ideal,F,VS1,61.2,56,2079,5.33,5.28,3.25
49212,49213,0.55,Ideal,D,VS2,58.5,58,2079,5.42,5.39,3.16
49243,49244,0.71,Ideal,J,VS1,62.3,55,2085,5.7,5.73,3.56
49274,49275,0.54,Ideal,G,VVS2,60.6,56,2090,5.27,5.26,3.19
49275,49276,0.54,Ideal,G,VVS2,62.1,56,2090,5.22,5.19,3.23
49276,49277,0.54,Ideal,G,VVS2,61.4,55,2090,5.3,5.22,3.23
49323,49324,0.51,Ideal,F,VVS2,62.2,56,2093,5.08,5.12,3.17
49320,49321,0.51,Ideal,F,VVS2,61.2,56,2093,5.17,5.19,3.17
49318,49319,0.32,Ideal,G,SI2,62.5,55,540,4.4,4.37,2.74
49315,49316,0.32,Ideal,G,SI2,63,56,540,4.35,4.32,2.73
49313,49314,0.34,Ideal,G,SI1,61.8,54,540,4.48,4.51,2.78
49312,49313,0.34,Ideal,G,SI1,61.5,55,540,4.49,4.52,2.77
49311,49312,0.34,Ideal,G,SI1,61.9,55,540,4.5,4.52,2.79
49310,49311,0.4,Ideal,H,SI2,62.2,55,540,4.75,4.77,2.96
49309,49310,0.4,Ideal,H,SI2,62.6,55,540,4.7,4.72,2.95
49308,49309,0.3,Ideal,I,VVS1,62.1,54,540,4.29,4.31,2.67
49307,49308,0.3,Ideal,I,VVS1,61.8,54,540,4.32,4.35,2.68
49306,49307,0.3,Ideal,I,VVS1,62.1,57,540,4.29,4.34,2.68
49305,49306,0.35,Ideal,J,VVS1,62.1,53,540,4.53,4.55,2.82
49304,49305,0.24,Ideal,F,VVS2,61.5,56,540,3.99,4.01,2.46
49303,49304,0.24,Ideal,F,VVS2,61.4,59,540,4,4.05,2.47
49302,49303,0.32,Ideal,I,VVS2,61.7,56,540,4.4,4.42,2.72
49297,49298,0.39,Ideal,J,SI1,62.6,53,539,4.68,4.71,2.94
49296,49297,0.3,Ideal,H,VS1,62.2,54,539,4.29,4.33,2.68
49295,49296,0.3,Ideal,H,VS1,62.3,55.1,539,4.29,4.32,2.68
49294,49295,0.33,Ideal,H,VS2,61,55,539,4.49,4.52,2.75
49293,49294,0.33,Ideal,H,VS2,61.1,56,539,4.5,4.54,2.76
49292,49293,0.33,Ideal,H,VS2,60.6,56,539,4.51,4.54,2.74
49291,49292,0.33,Ideal,H,VS2,61.8,54,539,4.45,4.48,2.76
49289,49290,0.51,Ideal,F,VVS2,62.6,57,2093,5.1,5.13,3.2
49285,49286,0.7,Ideal,G,SI2,62.4,56,2092,5.65,5.67,3.53
49284,49285,0.52,Ideal,F,VVS2,61.5,55,2092,5.17,5.21,3.19
49281,49282,0.57,Ideal,D,VS1,61.7,56,2091,5.31,5.33,3.28
49280,49281,0.6,Ideal,G,VS1,61.3,60,2091,5.39,5.41,3.31
49277,49278,0.54,Ideal,G,VVS2,61.8,56,2090,5.25,5.23,3.24
49210,49211,0.55,Ideal,E,VS1,61.1,55,2079,5.33,5.3,3.25
49209,49210,0.55,Ideal,E,VS1,61.7,55,2079,5.29,5.27,3.26
49208,49209,0.55,Ideal,E,VS1,62.2,55,2079,5.26,5.22,3.26
49206,49207,0.66,Ideal,D,SI1,62.7,55,2079,5.56,5.61,3.5
49130,49131,0.56,Ideal,D,VS2,61,57,2066,5.35,5.28,3.24
49129,49130,0.56,Ideal,D,VS2,60.9,56,2066,5.35,5.32,3.25
49128,49129,0.56,Ideal,D,VS2,60.9,56,2066,5.36,5.31,3.25
49127,49128,0.56,Ideal,D,VS2,61.2,56,2066,5.35,5.3,3.26
49126,49127,0.56,Ideal,D,VS2,61.4,57,2066,5.36,5.32,3.28
49125,49126,0.56,Ideal,D,VS2,60.6,56,2066,5.37,5.33,3.24
49124,49125,0.56,Ideal,D,VS2,61.4,55,2066,5.35,5.33,3.28
49118,49119,0.56,Ideal,G,VVS2,61.6,55,2066,5.32,5.35,3.28
49111,49112,0.57,Ideal,F,VS1,61.4,55,2065,5.38,5.39,3.3
49110,49111,0.52,Ideal,G,VVS1,60.7,55,2065,5.19,5.29,3.18
49107,49108,0.63,Ideal,I,VVS1,62.8,58,2064,5.44,5.49,3.43
49106,49107,0.52,Ideal,F,VVS2,62.5,57,2064,5.15,5.19,3.23
49104,49105,0.55,Ideal,G,VVS2,62,53.8,2064,5.25,5.28,3.27
49103,49104,0.55,Ideal,G,VVS2,61.2,55.8,2064,5.27,5.33,3.24
49102,49103,0.55,Ideal,G,VVS2,60.8,56.9,2064,5.27,5.31,3.22
49097,49098,0.51,Ideal,H,IF,59.6,59,2063,5.2,5.24,3.11
49096,49097,0.52,Ideal,G,VVS1,61.6,55,2063,5.14,5.18,3.18
49093,49094,0.62,Ideal,D,SI1,62.2,55,2062,5.51,5.45,3.41
49087,49088,0.56,Ideal,D,SI1,61.8,55,2061,5.32,5.36,3.3
49086,49087,0.57,Ideal,E,VS1,60.8,54.8,2061,5.36,5.4,3.27
49085,49086,0.6,Ideal,G,VS1,62.2,55,2061,5.41,5.45,3.38
49084,49085,0.6,Ideal,D,VS2,62.8,57,2061,5.37,5.39,3.38
49083,49084,0.6,Ideal,E,VS2,62,57,2061,5.41,5.42,3.36
49082,49083,0.7,Ideal,E,SI2,62,56,2061,5.71,5.74,3.55
49080,49081,0.57,Ideal,G,VS1,61.1,57,2060,5.34,5.36,3.27
49076,49077,0.54,Ideal,G,VVS2,61.5,57,2060,5.21,5.26,3.22
49072,49073,0.48,Ideal,F,IF,62,54,2059,5,5.05,3.11
49071,49072,0.53,Ideal,H,IF,61.4,55,2059,5.21,5.24,3.21
49069,49070,0.73,Ideal,E,SI2,59.9,57,2059,5.87,5.82,3.5
49131,49132,0.56,Ideal,D,VS2,61.1,56,2066,5.33,5.3,3.25
49324,49325,0.51,Ideal,F,VVS2,62.4,57,2093,5.08,5.12,3.18
49133,49134,0.56,Ideal,D,VS2,62.8,57,2066,5.29,5.25,3.31
49135,49136,0.56,Ideal,D,VS2,61.6,56,2066,5.31,5.27,3.26
49205,49206,0.72,Ideal,G,SI2,62.5,57,2079,5.71,5.75,3.58
49204,49205,0.72,Ideal,G,SI2,62.1,54,2079,5.77,5.82,3.6
49203,49204,0.7,Ideal,I,SI2,62.1,57,2079,5.66,5.71,3.53
49202,49203,0.55,Ideal,E,VS1,61.9,55,2079,5.3,5.24,3.25
49201,49202,0.6,Ideal,E,VS2,61.2,56,2079,5.44,5.45,3.33
49198,49199,0.59,Ideal,D,VS2,61.7,56,2078,5.39,5.41,3.33
49196,49197,0.55,Ideal,G,VVS1,60,56,2077,5.35,5.39,3.21
49195,49196,0.55,Ideal,G,VVS1,61.2,56,2077,5.27,5.3,3.24
49189,49190,0.51,Ideal,E,VS1,61.8,55,2075,5.15,31.8,5.12
49186,49187,0.51,Ideal,E,VS1,62.8,57,2075,5.1,5.07,3.2
49184,49185,0.56,Ideal,E,VS1,61.7,57,2075,5.3,5.32,3.27
49183,49184,0.82,Ideal,I,SI2,61.1,57,2075,6.05,6.09,3.71
49182,49183,0.72,Ideal,F,SI2,61.6,57,2074,5.75,5.68,3.52
49180,49181,0.64,Ideal,F,VS2,62.5,56,2074,5.55,5.53,3.46
49174,49175,0.7,Ideal,G,SI1,61.2,57,2074,5.71,5.79,3.52
49168,49169,0.62,Ideal,F,VS1,62.3,56,2073,5.43,5.46,3.39
49158,49159,0.5,Ideal,G,VVS1,62.2,56,2070,5.12,5.1,3.18
49155,49156,0.5,Ideal,G,VVS1,62.7,57,2070,5.1,5.07,3.19
49154,49155,0.59,Ideal,G,VVS2,62.2,56,2070,5.4,5.37,3.35
49150,49151,0.6,Ideal,E,SI1,61.2,57,2069,5.43,5.45,3.33
49149,49150,0.57,Ideal,E,VS1,61.4,57,2068,5.37,5.32,3.28
49146,49147,0.72,Ideal,G,SI2,61.9,57,2068,5.73,5.77,3.56
49143,49144,0.58,Ideal,D,VS1,61.4,57,2067,5.41,5.34,3.3
49142,49143,0.53,Ideal,D,VS2,60.8,56,2067,5.24,5.27,3.2
49140,49141,0.56,Ideal,E,VS2,61.1,57,2066,5.37,5.33,3.27
49139,49140,0.51,Ideal,D,VS1,61.6,57,2066,5.16,5.13,3.17
49138,49139,0.56,Ideal,D,VS2,62.1,57,2066,5.28,5.25,3.27
49137,49138,0.56,Ideal,D,VS2,62.2,56,2066,5.28,5.24,3.27
49136,49137,0.56,Ideal,D,VS2,61.5,57,2066,5.33,5.28,3.26
49134,49135,0.56,Ideal,D,VS2,61.9,57,2066,5.3,5.26,3.27
49326,49327,0.51,Ideal,F,VVS2,61.2,56,2093,5.17,5.19,3.17
49335,49336,0.57,Ideal,G,VVS2,60.7,55,2095,5.34,5.36,3.25
49336,49337,0.57,Ideal,G,VVS2,61.7,56,2095,5.3,5.33,3.28
49576,49577,0.58,Ideal,G,VVS2,61.9,57,2132,5.33,5.36,3.31
49573,49574,0.59,Ideal,G,VVS2,61,57,2131,5.44,5.41,3.31
49566,49567,0.72,Ideal,H,SI2,61.5,56,2131,5.8,5.75,3.55
49565,49566,0.6,Ideal,G,VS1,61.6,56,2131,5.44,5.47,3.36
49564,49565,0.66,Ideal,H,VS1,61,57,2131,5.61,5.66,3.43
49563,49564,0.53,Ideal,F,VVS2,61.6,55,2131,5.21,5.24,3.22
49552,49553,0.55,Ideal,G,VVS2,61.9,56,2129,5.27,5.23,3.25
49551,49552,0.55,Ideal,G,VVS2,62,57,2129,5.26,5.22,3.25
49550,49551,0.55,Ideal,G,VVS2,62.5,56,2129,5.25,5.22,3.27
49549,49550,0.59,Ideal,G,VS1,61.3,55,2129,5.42,5.44,3.33
49535,49536,0.59,Ideal,G,VVS2,62.6,57,2125,5.33,5.37,3.35
49534,49535,0.59,Ideal,G,VVS2,62.7,56,2125,5.33,5.36,3.35
49532,49533,0.6,Ideal,D,VS2,60.4,57,2125,5.53,5.49,3.33
49527,49528,0.52,Ideal,F,VS1,61.3,56,2123,5.19,5.22,3.19
49525,49526,0.54,Ideal,G,VVS1,62.2,56,2123,5.2,5.22,3.24
49523,49524,0.54,Ideal,G,VVS1,61.8,55,2123,5.24,5.27,3.25
49519,49520,0.71,Ideal,H,SI2,62.1,57,2122,5.68,5.76,3.55
49518,49519,0.71,Ideal,H,SI2,61.5,56,2122,5.71,5.74,3.52
49517,49518,0.57,Ideal,D,VS1,61.5,54,2122,5.36,5.38,3.3
49516,49517,0.73,Ideal,I,SI1,62,56,2122,5.75,5.8,3.58
49513,49514,0.8,Ideal,H,SI2,62.4,57,2122,5.91,5.83,3.66
49509,49510,0.73,Ideal,J,VS1,62,53,2121,5.78,5.82,3.6
49504,49505,0.55,Ideal,H,IF,61.9,56,2120,5.26,5.34,3.26
49503,49504,0.55,Ideal,H,IF,61.5,55,2120,5.25,5.29,3.25
49501,49502,0.55,Ideal,D,VS1,61.8,55,2119,5.29,5.32,3.28
49500,49501,0.55,Ideal,F,VS1,61.8,55,2119,5.28,5.3,3.27
49499,49500,0.55,Ideal,F,VS1,60.5,57,2119,5.3,5.34,3.22
49498,49499,0.56,Ideal,F,VVS2,61,56,2119,5.33,5.35,3.26
49497,49498,0.56,Ideal,H,VVS2,61.8,56,2118,5.28,5.33,3.28
49577,49578,0.55,Ideal,G,VS1,62.2,54,2132,5.27,5.24,3.27
49492,49493,0.56,Ideal,E,VS1,61.8,56,2117,5.33,5.28,3.28
49578,49579,0.58,Ideal,G,VVS2,61.8,56,2133,5.35,5.36,3.31
49581,49582,0.55,Ideal,H,IF,61.7,55,2133,5.27,5.29,3.26
49679,49680,0.53,Ideal,E,VS1,60.1,57,2143,5.25,5.31,3.17
49678,49679,0.53,Ideal,E,VS1,61.4,56,2143,5.21,5.25,3.21
49676,49677,0.6,Ideal,F,VVS2,63,55,2143,5.39,5.37,3.39
49674,49675,0.6,Ideal,F,VS1,62.9,57,2142,5.35,5.31,3.35
49670,49671,0.7,Ideal,H,SI2,59.9,57,2142,5.77,5.74,3.45
49668,49669,0.7,Ideal,I,VS1,63,54,2142,5.63,5.7,3.57
49667,49668,0.7,Ideal,I,VS1,63.1,54,2142,5.61,5.67,3.56
49664,49665,0.62,Ideal,G,VS1,61.8,57,2141,5.47,5.5,3.39
49663,49664,0.6,Ideal,E,VS2,60.6,56,2141,5.47,5.52,3.33
49662,49663,0.71,Ideal,I,VS2,61,58,2141,5.77,5.81,3.53
49651,49652,0.59,Ideal,F,VS1,61.1,56,2140,5.43,5.47,3.33
49643,49644,0.3,Ideal,H,SI1,62.6,55,540,4.32,4.28,2.69
49640,49641,0.32,Ideal,G,SI2,62.5,57,540,4.38,4.35,2.73
49628,49629,0.32,Ideal,J,VS1,61.3,57,540,4.43,4.41,2.71
49622,49623,0.3,Ideal,I,VS2,62.6,56,540,4.31,4.29,2.69
49620,49621,0.32,Ideal,F,SI2,62.6,56,540,4.41,4.37,2.75
49617,49618,0.72,Ideal,G,SI2,62.1,59,2139,5.71,5.76,3.56
49616,49617,0.72,Ideal,J,VVS1,62.4,58,2139,5.71,5.76,3.58
49614,49615,0.7,Ideal,F,SI2,62.8,55,2138,5.68,5.65,3.56
49611,49612,0.7,Ideal,H,SI1,61.2,58,2138,5.74,5.77,3.52
49610,49611,0.52,Ideal,F,VS1,61.5,56,2138,5.19,5.22,3.2
49609,49610,0.51,Ideal,F,VVS2,60.3,56,2138,5.2,5.23,3.15
49602,49603,0.53,Ideal,G,IF,62.7,56,2137,5.23,5.13,3.25
49601,49602,0.6,Ideal,E,VS2,62.3,53.8,2137,5.41,5.45,3.38
49600,49601,0.52,Ideal,F,VVS2,60.6,56,2137,5.22,5.24,3.17
49594,49595,0.71,Ideal,G,SI1,61.4,57,2136,5.76,5.8,3.55
49593,49594,0.72,Ideal,J,VVS2,60.9,58,2136,5.74,5.78,3.51
49589,49590,0.56,Ideal,H,IF,61.3,56,2135,5.32,5.35,3.27
49586,49587,0.58,Ideal,G,VVS2,61.6,56,2135,5.37,5.4,3.31
49580,49581,0.55,Ideal,D,VS2,61.7,55,2133,5.27,5.29,3.26
49066,49067,0.7,Ideal,E,SI1,61.8,57,2058,5.71,5.68,3.52
49491,49492,0.56,Ideal,E,VS1,61.1,56,2117,5.34,5.29,3.25
49487,49488,0.58,Ideal,F,VS1,60.6,55,2117,5.41,5.48,3.3
49415,49416,0.63,Ideal,D,VS2,61.1,55,2106,5.6,5.56,3.41
49408,49409,0.74,Ideal,J,VVS2,61.7,55,2106,5.83,5.87,3.61
49403,49404,0.52,Ideal,E,VS1,61.9,55,2105,5.16,5.18,3.2
49402,49403,0.6,Ideal,G,VS1,61.3,57,2105,5.4,5.47,3.33
49396,49397,0.5,Ideal,G,IF,61.5,56,2104,5.11,5.14,3.15
49395,49396,0.75,Ideal,J,VS2,61.2,56,2104,5.86,5.9,3.6
49390,49391,0.59,Ideal,D,VS2,61.9,56,2103,5.39,5.34,3.32
49389,49390,0.57,Ideal,D,VS2,61.4,56,2103,5.37,5.34,3.29
49388,49389,0.57,Ideal,D,VS2,61.8,56,2103,5.34,5.31,3.29
49383,49384,0.48,Ideal,E,VVS2,60.7,56,2102,5.04,5.08,3.07
49379,49380,0.73,Ideal,J,VS2,62.3,55,2101,5.74,5.78,3.59
49377,49378,0.5,Ideal,E,VS2,60.5,56,2100,5.18,5.16,3.13
49372,49373,0.81,Ideal,J,SI2,62.2,57,2100,5.95,5.92,3.69
49371,49372,0.5,Ideal,D,VVS2,60.4,54,2100,5.17,5.23,3.14
49367,49368,0.7,Ideal,E,SI2,62.9,56,2100,5.66,5.6,3.54
49366,49367,0.57,Ideal,D,VS2,61.7,56,2099,5.3,5.37,3.29
49365,49366,0.6,Ideal,F,VS2,60.9,55,2099,5.49,5.51,3.34
49364,49365,0.72,Ideal,J,VS2,61.4,57,2099,5.76,5.8,3.55
49360,49361,0.55,Ideal,I,IF,60.1,56,2098,5.33,5.38,3.22
49359,49360,0.51,Ideal,F,VVS2,61.9,56,2098,5.09,5.14,3.16
49358,49359,0.51,Ideal,F,VVS2,61.7,56,2098,5.14,5.16,3.18
49357,49358,0.51,Ideal,F,VVS2,61.8,56,2098,5.13,5.16,3.18
49353,49354,0.56,Ideal,F,VS1,62.1,56,2097,5.32,5.28,3.29
49352,49353,0.51,Ideal,G,IF,62.4,54,2096,5.12,5.17,3.21
49351,49352,0.54,Ideal,H,IF,60.9,57,2096,5.26,5.31,3.22
49350,49351,0.7,Ideal,J,SI1,61,56,2096,5.69,5.82,3.51
49349,49350,0.7,Ideal,J,SI1,60.3,57,2096,5.75,5.79,3.48
49348,49349,0.57,Ideal,F,VS2,60.7,56,2096,5.37,5.41,3.27
49337,49338,0.57,Ideal,G,VVS2,61.7,54,2095,5.32,5.41,3.31
49417,49418,0.53,Ideal,G,VVS1,61.4,57,2106,5.21,5.18,3.19
49490,49491,0.56,Ideal,E,VS1,61.8,55,2117,5.33,5.28,3.28
49418,49419,0.65,Ideal,H,VS1,61.8,55,2106,5.6,5.56,3.45
49420,49421,0.55,Ideal,E,VS1,61.2,57,2107,5.3,5.28,3.24
49482,49483,0.55,Ideal,G,VVS1,62.6,56,2116,5.24,5.27,3.29
49481,49482,0.52,Ideal,E,VVS2,62.3,57,2116,5.12,5.15,3.2
49478,49479,0.61,Ideal,E,VS2,59.7,57,2115,5.57,5.52,3.31
49470,49471,0.7,Ideal,H,SI1,62.1,56,2113,5.74,5.67,3.54
49469,49470,0.47,Ideal,F,VVS1,61.6,56,2113,5,5.02,3.09
49468,49469,0.47,Ideal,E,VVS2,61.6,56,2113,4.97,5.01,3.07
49463,49464,0.72,Ideal,J,VS1,62.7,57,2112,5.74,5.71,3.59
49462,49463,0.72,Ideal,H,SI2,61.4,55,2112,5.81,5.78,3.56
49460,49461,0.6,Ideal,E,VS2,62,56,2112,5.4,5.43,3.36
49456,49457,0.51,Ideal,G,VVS1,62.3,55,2111,5.14,5.1,3.19
49455,49456,0.51,Ideal,G,VVS1,62.6,57,2111,5.14,5.08,3.2
49453,49454,0.52,Ideal,I,IF,60.9,57,2111,5.17,5.21,3.16
49452,49453,0.71,Ideal,I,SI1,62.6,54,2111,5.68,5.73,3.57
49451,49452,0.7,Ideal,I,VS2,61.1,57,2111,5.7,5.75,3.5
49448,49449,0.51,Ideal,G,VVS1,61,57,2111,5.17,5.16,3.15
49447,49448,0.7,Ideal,I,SI1,62.5,55,2110,5.7,5.73,3.57
49446,49447,0.7,Ideal,I,SI1,62.5,55,2110,5.68,5.71,3.56
49445,49446,0.7,Ideal,I,SI1,61.9,58,2110,5.66,5.68,3.51
49444,49445,0.7,Ideal,I,SI1,61.6,53,2110,5.73,5.76,3.54
49443,49444,0.7,Ideal,H,SI2,61.6,54,2110,5.71,5.75,3.53
49442,49443,0.7,Ideal,H,SI2,62.1,55,2110,5.69,5.72,3.54
49441,49442,0.57,Ideal,E,VS1,61.3,57,2110,5.34,5.37,3.28
49437,49438,0.6,Ideal,G,VS1,60.2,57,2109,5.49,5.54,3.32
49436,49437,0.54,Ideal,F,VVS2,61,57,2109,5.26,5.3,3.22
49433,49434,0.61,Ideal,F,VS2,62.4,55,2108,5.45,5.42,3.39
49431,49432,0.7,Ideal,H,SI1,61.9,57,2107,5.66,5.69,3.51
49430,49431,0.7,Ideal,H,SI1,61.1,58,2107,5.69,5.7,3.48
49429,49430,0.7,Ideal,J,VS1,61.4,55,2107,5.72,5.75,3.53
49421,49422,0.77,Ideal,F,SI2,62,56,2107,5.92,5.86,3.65
49419,49420,0.55,Ideal,E,VS1,62,56,2107,5.27,5.24,3.26
49065,49066,0.56,Ideal,G,VVS2,60.7,56,2058,5.32,5.33,3.23
49061,49062,0.72,Ideal,F,SI2,61.9,57,2058,5.74,5.79,3.57
49056,49057,0.56,Ideal,D,VS1,62.6,55,2057,5.25,5.29,3.3
48637,48638,0.34,Ideal,F,SI1,61.1,56,537,4.52,4.55,2.77
48636,48637,0.37,Ideal,I,VS2,61.5,56,537,4.6,4.63,2.84
48624,48625,0.7,Ideal,J,VS1,62.8,56,2000,5.64,5.66,3.55
48616,48617,0.54,Ideal,G,SI1,60,57,1999,5.31,5.36,3.2
48613,48614,0.51,Ideal,F,VVS2,61.7,56,1998,5.12,5.15,3.17
48612,48613,0.51,Ideal,F,VVS2,61.9,56,1998,5.13,5.15,3.18
48611,48612,0.51,Ideal,F,VVS2,62.2,55,1998,5.12,5.11,3.18
48608,48609,0.57,Ideal,D,VS2,61.8,56,1998,5.31,5.34,3.29
48602,48603,0.72,Ideal,J,VVS2,61.6,56,1996,5.76,5.73,3.54
48600,48601,0.6,Ideal,D,SI1,62.2,56,1996,5.44,5.4,3.37
48599,48600,0.55,Ideal,E,VS1,61.2,54,1996,5.3,5.32,3.25
48590,48591,0.59,Ideal,E,SI1,61.6,55,1994,5.41,5.43,3.34
48586,48587,0.54,Ideal,D,VS2,61.8,56,1993,5.24,5.21,3.23
48585,48586,0.54,Ideal,D,VS2,61.1,57,1993,5.29,5.19,3.2
48584,48585,0.54,Ideal,D,VS2,62.6,57,1993,5.24,5.18,3.26
48583,48584,0.54,Ideal,D,VS2,61.8,57,1993,5.26,5.22,3.24
48582,48583,0.54,Ideal,D,VS2,61.3,56,1993,5.26,5.22,3.21
48581,48582,0.54,Ideal,D,VS2,61.1,57,1993,5.25,5.22,3.2
