,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
43185,43186,0.54,Very Good,G,SI1,63.8,57.0,1392,5.16,5.19,3.3
43186,43187,0.58,Ideal,E,SI2,61.4,57.1,1392,5.36,5.38,3.3
43187,43188,0.53,Very Good,I,VS1,61.0,57.0,1393,5.22,5.25,3.19
43188,43189,0.51,Very Good,E,VS2,60.2,62.0,1393,5.16,5.27,3.14
43189,43190,0.46,Ideal,G,VVS1,62.2,57.0,1393,4.93,4.98,3.08
43190,43191,0.55,Ideal,I,VS2,62.6,57.0,1393,5.21,5.23,3.27
43191,43192,0.46,Ideal,E,VS1,62.2,54.0,1393,4.9,4.94,3.06
43192,43193,0.58,Very Good,G,SI1,63.5,56.0,1393,5.34,5.28,3.37
43193,43194,0.51,Ideal,F,SI1,61.7,56.0,1394,5.12,5.15,3.17
43194,43195,0.56,Ideal,F,SI1,60.1,58.0,1394,5.36,5.39,3.23
43195,43196,0.42,Ideal,G,IF,62.4,57.0,1394,4.79,4.82,3.0
43196,43197,0.5,Good,F,VS2,63.3,60.0,1395,4.99,5.03,3.17
43197,43198,0.5,Premium,F,VS2,61.4,60.0,1395,5.13,5.17,3.16
43198,43199,0.5,Good,D,SI1,63.2,59.0,1395,5.02,5.04,3.18
43199,43200,0.53,Very Good,E,SI1,61.6,58.0,1395,5.19,5.23,3.21
43200,43201,0.53,Good,G,VS2,63.4,58.0,1395,5.13,5.16,3.26
43201,43202,0.53,Premium,E,SI1,62.1,58.0,1395,5.11,5.19,3.2
43202,43203,0.5,Very Good,D,SI1,62.8,61.0,1395,5.04,5.08,3.18
43203,43204,0.5,Premium,H,VS1,60.3,58.0,1395,5.22,5.17,3.13
43204,43205,0.42,Ideal,D,VS1,61.4,56.0,1395,4.84,4.86,2.98
43205,43206,0.62,Ideal,G,SI2,60.6,57.0,1395,5.53,5.56,3.36
43206,43207,0.52,Ideal,J,SI1,62.3,56.0,1395,5.12,5.16,3.2
43207,43208,0.54,Ideal,G,SI1,61.5,55.1,1395,5.25,5.27,3.23
43208,43209,0.5,Good,E,VS2,59.8,57.0,1395,5.12,5.18,3.08
43209,43210,0.73,Premium,G,I1,62.5,58.0,1395,5.82,5.74,3.61
43210,43211,0.5,Very Good,F,VS2,62.7,56.0,1396,5.04,5.07,3.17
43211,43212,0.51,Very Good,G,VS2,61.2,55.0,1397,5.13,5.16,3.15
43212,43213,0.57,Very Good,E,SI1,62.1,58.0,1397,5.28,5.32,3.29
43213,43214,0.57,Ideal,F,SI1,61.6,56.0,1397,5.36,5.33,3.29
43214,43215,0.51,Ideal,H,VS2,62.9,57.0,1397,5.07,5.1,3.2
43215,43216,0.57,Ideal,H,SI1,61.8,57.0,1397,5.32,5.36,3.3
43216,43217,0.5,Fair,E,VS2,66.3,55.0,1397,4.98,4.94,3.29
43217,43218,0.5,Fair,E,VS2,64.9,56.0,1397,5.01,4.95,3.23
43218,43219,0.5,Good,E,VS2,64.1,58.0,1397,5.03,5.01,3.22
43219,43220,0.4,Ideal,E,VVS1,62.6,56.0,1397,4.73,4.7,2.95
43220,43221,0.38,Ideal,F,IF,62.2,55.0,1397,4.66,4.64,2.89
43221,43222,0.4,Premium,G,IF,59.8,58.0,1397,4.85,4.79,2.88
43222,43223,0.4,Ideal,G,IF,61.4,55.0,1397,4.79,4.76,2.93
43223,43224,0.4,Premium,G,IF,60.8,58.0,1397,4.77,4.73,2.89
43224,43225,0.4,Ideal,G,IF,62.2,55.0,1397,4.76,4.73,2.95
43225,43226,0.4,Ideal,E,VVS1,61.7,57.0,1397,4.74,4.7,2.91
43226,43227,0.4,Ideal,E,VVS1,61.5,56.0,1397,4.78,4.75,2.93
43227,43228,0.4,Ideal,E,VVS1,61.5,56.0,1397,4.73,4.7,2.9
43228,43229,0.4,Premium,E,VVS1,61.2,61.0,1397,4.74,4.7,2.89
43229,43230,0.4,Ideal,E,VVS1,62.8,57.0,1397,4.71,4.65,2.94
43230,43231,0.4,Ideal,E,VVS1,62.4,57.0,1397,4.72,4.67,2.93
43231,43232,0.4,Premium,E,VVS1,61.4,59.0,1397,4.74,4.68,2.89
43232,43233,0.5,Very Good,E,VS2,63.2,56.0,1397,5.06,5.03,3.19
43233,43234,0.57,Very Good,F,SI2,63.5,56.0,1397,5.28,5.25,3.34
43234,43235,0.5,Fair,E,VS2,65.4,57.0,1397,5.01,4.81,3.21
43235,43236,0.57,Ideal,F,SI2,61.0,56.0,1397,5.37,5.32,3.26
43236,43237,0.51,Very Good,D,SI1,62.2,58.0,1398,5.08,5.11,3.17
43237,43238,0.6,Very Good,G,SI1,63.3,58.0,1399,5.34,5.31,3.37
43238,43239,0.56,Ideal,D,SI2,61.0,57.0,1399,5.3,5.34,3.24
43239,43240,0.41,Ideal,D,SI1,61.8,58.0,1399,4.73,4.79,2.94
43240,43241,0.52,Premium,D,SI1,59.7,60.0,1399,5.26,5.19,3.12
43241,43242,0.49,Very Good,E,SI1,63.6,57.9,1400,4.96,4.99,3.16
43242,43243,0.42,Ideal,E,VVS1,61.6,56.0,1400,4.82,4.85,2.98
43243,43244,0.38,Ideal,D,VVS1,61.8,56.0,1400,4.63,4.66,2.87
43244,43245,0.42,Ideal,E,VVS1,62.0,56.0,1400,4.78,4.84,2.98
43245,43246,0.42,Ideal,E,VVS1,61.6,56.0,1400,4.81,4.84,2.97
43246,43247,0.42,Ideal,G,IF,61.6,56.0,1400,4.85,4.86,2.99
43247,43248,0.42,Ideal,G,IF,60.4,55.0,1400,4.85,4.86,2.93
43248,43249,0.38,Premium,D,VVS1,60.4,59.0,1400,4.7,4.71,2.84
43249,43250,0.38,Ideal,D,VVS1,61.3,56.0,1400,4.65,4.71,2.87
43250,43251,0.42,Ideal,G,IF,62.7,56.0,1400,4.76,4.77,2.99
43251,43252,0.42,Premium,G,IF,60.2,59.0,1400,4.8,4.87,2.91
43252,43253,0.38,Premium,D,VVS1,61.4,59.0,1400,4.63,4.66,2.85
43253,43254,0.42,Ideal,E,VVS1,62.1,55.0,1400,4.78,4.81,2.98
43254,43255,0.42,Ideal,G,IF,62.1,56.0,1400,4.8,4.83,2.99
43255,43256,0.42,Ideal,E,VVS1,62.3,57.0,1400,4.78,4.79,2.98
43256,43257,0.42,Premium,G,IF,61.6,58.0,1400,4.76,4.79,2.94
43257,43258,0.5,Ideal,G,VS2,61.6,55.0,1400,5.11,5.14,3.16
43258,43259,0.47,Ideal,E,VS1,61.5,55.0,1400,5.01,5.04,3.09
43259,43260,0.55,Good,F,SI1,64.3,57.9,1400,5.16,5.21,3.33
43260,43261,0.3,Very Good,J,VS1,63.4,57.0,506,4.26,4.23,2.69
43261,43262,0.3,Very Good,J,VS1,63.4,57.0,506,4.26,4.23,2.69
43262,43263,0.3,Premium,J,VS1,62.6,60.0,506,4.28,4.22,2.66
43263,43264,0.3,Very Good,J,VS1,63.3,60.0,506,4.25,4.22,2.68
43264,43265,0.3,Premium,I,SI1,61.6,59.0,506,4.34,4.29,2.66
43265,43266,0.3,Premium,I,SI1,61.4,58.0,506,4.33,4.3,2.65
43266,43267,0.3,Ideal,I,SI1,61.3,56.0,506,4.33,4.32,2.65
43267,43268,0.3,Ideal,I,SI1,62.3,56.0,506,4.35,4.32,2.7
43268,43269,0.3,Premium,I,SI1,60.5,62.0,506,4.37,4.33,2.63
43269,43270,0.3,Premium,I,SI1,60.9,59.0,506,4.36,4.34,2.65
43270,43271,0.3,Good,I,SI1,63.8,57.0,506,4.27,4.19,2.7
43271,43272,0.3,Very Good,I,SI1,63.3,59.0,506,4.25,4.22,2.68
43272,43273,0.3,Very Good,I,SI1,63.4,57.0,506,4.25,4.23,2.69
43273,43274,0.3,Very Good,I,SI1,63.3,59.0,506,4.3,4.23,2.7
43274,43275,0.3,Very Good,I,SI1,63.5,57.0,506,4.26,4.24,2.7
43275,43276,0.3,Ideal,I,SI1,62.2,57.0,506,4.27,4.25,2.65
43276,43277,0.3,Good,I,SI1,64.1,57.0,506,4.3,4.25,2.74
43277,43278,0.3,Good,G,SI2,63.7,54.0,506,4.25,4.23,2.7
43278,43279,0.3,Very Good,G,SI2,63.3,57.0,506,4.28,4.25,2.7
43279,43280,0.3,Premium,G,SI2,62.3,59.0,506,4.29,4.25,2.66
43280,43281,0.3,Premium,G,SI2,62.5,59.0,506,4.31,4.27,2.68
43281,43282,0.3,Premium,G,SI2,58.1,61.0,506,4.47,4.41,2.58
43282,43283,0.3,Premium,F,SI2,62.2,58.0,506,4.33,4.22,2.66
43283,43284,0.3,Premium,F,SI2,61.7,62.0,506,4.27,4.25,2.63
43284,43285,0.31,Very Good,D,SI1,60.4,60.0,507,4.4,4.44,2.67
43285,43286,0.3,Ideal,I,VVS2,62.8,57.0,507,4.26,4.28,2.68
43286,43287,0.31,Ideal,H,VS2,61.0,57.0,507,4.38,4.41,2.68
43287,43288,0.31,Ideal,H,VS2,61.7,55.0,507,4.34,4.38,2.69
43288,43289,0.31,Ideal,H,VS2,61.4,56.0,507,4.38,4.42,2.7
43289,43290,0.31,Ideal,H,VS2,61.2,56.0,507,4.36,4.4,2.68
43290,43291,0.5,Ideal,H,VS2,62.3,58.0,1400,5.12,5.05,3.17
43291,43292,0.58,Very Good,F,SI1,59.9,58.0,1401,5.35,5.4,3.22
43292,43293,0.58,Very Good,F,SI1,63.1,57.0,1401,5.28,5.31,3.34
43293,43294,0.55,Very Good,D,SI2,59.7,64.0,1401,5.26,5.32,3.16
43294,43295,0.52,Ideal,H,VS2,61.6,55.0,1401,5.19,5.24,3.21
43295,43296,0.52,Ideal,H,VS2,61.3,55.0,1401,5.2,5.24,3.2
43296,43297,0.54,Ideal,G,VS2,61.7,55.0,1401,5.22,5.26,3.23
43297,43298,0.59,Ideal,I,VS1,61.8,55.0,1401,5.41,5.43,3.35
43298,43299,0.46,Ideal,H,VS1,61.2,55.0,1401,4.96,5.04,3.06
43299,43300,0.61,Ideal,I,SI2,61.1,57.0,1401,5.46,5.49,3.34
43300,43301,0.58,Ideal,F,SI1,62.3,54.0,1401,5.36,5.39,3.35
43301,43302,0.52,Fair,I,VVS2,60.4,66.0,1401,5.26,5.2,3.16
43302,43303,0.61,Premium,F,SI2,60.9,58.0,1401,5.52,5.44,3.34
43303,43304,0.61,Very Good,I,VS2,63.4,55.0,1401,5.46,5.42,3.45
43304,43305,0.45,Ideal,E,VVS2,61.9,56.0,1401,4.95,4.91,3.05
43305,43306,0.6,Very Good,I,VS2,60.6,60.0,1402,5.46,5.49,3.32
43306,43307,0.5,Very Good,F,VS2,62.8,57.0,1402,5.05,5.08,3.18
43307,43308,0.6,Very Good,H,SI1,63.1,60.0,1402,5.3,5.35,3.36
43308,43309,0.58,Very Good,H,SI1,62.5,58.0,1402,5.29,5.31,3.31
43309,43310,0.51,Premium,F,VS2,62.7,59.0,1402,5.04,5.07,3.17
43310,43311,0.51,Premium,F,VS2,60.7,59.0,1402,5.16,5.19,3.14
43311,43312,0.5,Good,D,VS2,64.1,61.0,1402,4.98,5.01,3.2
43312,43313,0.55,Ideal,H,VS2,61.8,54.0,1402,5.28,5.3,3.27
43313,43314,0.55,Ideal,H,VS2,62.5,54.0,1402,5.24,5.29,3.29
43314,43315,0.55,Ideal,H,VS2,61.9,54.0,1402,5.25,5.28,3.26
43315,43316,0.38,Ideal,E,IF,61.4,55.0,1402,4.68,4.74,2.89
43316,43317,0.38,Ideal,E,IF,62.2,54.1,1402,4.64,4.67,2.89
43317,43318,0.48,Good,F,VS1,59.0,60.9,1402,5.09,5.15,3.02
43318,43319,0.51,Premium,E,SI1,61.2,61.0,1402,5.16,5.13,3.15
43319,43320,0.51,Premium,E,SI1,62.9,57.0,1402,5.11,5.06,3.2
43320,43321,0.51,Very Good,E,SI1,63.3,59.0,1402,5.09,5.05,3.21
43321,43322,0.53,Fair,F,VS2,65.5,58.0,1402,5.09,5.03,3.31
43322,43323,0.51,Ideal,E,SI1,61.7,57.0,1402,5.15,5.12,3.17
43323,43324,0.51,Very Good,D,SI1,61.7,58.0,1403,5.09,5.12,3.15
43324,43325,0.57,Very Good,F,SI1,62.6,58.0,1403,5.28,5.32,3.32
43325,43326,0.51,Ideal,D,SI1,60.6,57.0,1403,5.15,5.18,3.13
43326,43327,0.5,Very Good,F,VS2,62.6,54.0,1404,5.1,5.13,3.2
43327,43328,0.54,Very Good,F,SI1,60.2,56.0,1404,5.28,5.39,3.21
43328,43329,0.54,Very Good,G,SI1,60.4,56.0,1404,5.29,5.34,3.21
43329,43330,0.4,Good,F,IF,63.5,58.0,1404,4.69,4.7,2.98
43330,43331,0.4,Very Good,F,IF,62.8,57.0,1404,4.65,4.68,2.93
43331,43332,0.48,Ideal,F,VS1,60.8,56.3,1404,5.1,5.08,3.1
43332,43333,0.5,Ideal,F,VS2,62.4,56.0,1404,5.1,5.13,3.19
43333,43334,0.54,Ideal,G,SI1,61.2,58.0,1404,5.27,5.29,3.23
43334,43335,0.5,Ideal,D,SI1,62.0,54.0,1404,5.09,5.13,3.17
43335,43336,0.56,Ideal,E,SI1,61.3,56.0,1405,5.28,5.32,3.25
43336,43337,0.55,Good,E,SI1,63.1,58.0,1406,5.2,5.23,3.29
43337,43338,0.55,Very Good,E,SI1,63.0,59.0,1406,5.25,5.17,3.28
43338,43339,0.56,Ideal,I,VS1,60.5,55.0,1406,5.33,5.39,3.24
43339,43340,0.4,Ideal,F,IF,61.9,54.0,1406,4.75,4.81,2.96
43340,43341,0.51,Premium,F,SI1,59.7,59.0,1406,5.2,5.15,3.09
43341,43342,0.51,Premium,F,SI1,59.4,60.0,1406,5.21,5.19,3.09
43342,43343,0.51,Good,F,SI1,63.6,58.0,1406,5.08,5.05,3.22
43343,43344,0.51,Ideal,F,SI1,62.9,56.0,1406,5.1,5.05,3.19
43344,43345,0.51,Good,F,SI1,64.2,59.0,1406,5.04,5.02,3.23
43345,43346,0.57,Premium,E,SI1,58.9,59.0,1406,5.41,5.35,3.17
43346,43347,0.51,Ideal,F,SI1,60.0,57.0,1406,5.25,5.21,3.14
43347,43348,0.51,Ideal,F,SI1,61.3,56.0,1406,5.19,5.16,3.17
43348,43349,0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8
43349,43350,0.51,Premium,D,SI2,59.5,61.0,1406,5.19,5.16,3.08
43350,43351,0.5,Very Good,E,VS2,61.3,62.0,1407,5.05,5.1,3.11
43351,43352,0.5,Good,E,VS2,63.3,56.0,1407,5.11,5.03,3.21
43352,43353,0.5,Good,E,VS2,63.4,59.0,1407,5.03,5.06,3.2
43353,43354,0.5,Good,E,VS2,63.7,59.0,1407,4.99,5.03,3.19
43354,43355,0.63,Ideal,G,SI2,62.8,56.3,1407,5.34,5.54,3.42
43355,43356,0.44,Good,G,IF,58.5,61.0,1407,4.99,5.03,2.93
43356,43357,0.58,Premium,E,SI1,58.5,55.0,1407,5.52,5.39,3.19
43357,43358,0.56,Very Good,G,SI1,61.1,56.0,1408,5.32,5.34,3.26
43358,43359,0.58,Very Good,G,SI1,59.3,58.0,1408,5.41,5.52,3.24
43359,43360,0.58,Very Good,G,SI1,59.3,59.0,1408,5.46,5.51,3.25
43360,43361,0.53,Very Good,E,SI1,63.0,55.0,1408,5.14,5.18,3.25
43361,43362,0.61,Good,E,SI2,63.1,56.0,1408,5.4,5.44,3.42
43362,43363,0.58,Very Good,I,VS2,61.7,54.1,1408,5.37,5.4,3.32
43363,43364,0.52,Very Good,G,VS2,61.9,59.0,1408,5.12,5.16,3.18
43364,43365,0.52,Ideal,H,VS1,61.4,56.0,1408,5.2,5.23,3.2
43365,43366,0.52,Very Good,D,SI1,60.5,61.0,1408,5.19,5.23,3.15
43366,43367,0.43,Ideal,G,VVS2,60.9,57.0,1408,4.86,4.89,2.97
43367,43368,0.44,Ideal,D,VVS2,61.8,54.8,1408,4.89,4.92,3.03
43368,43369,0.5,Ideal,H,VS2,62.6,52.0,1408,5.06,5.09,3.18
43369,43370,0.58,Ideal,G,SI1,62.0,58.0,1408,5.33,5.38,3.32
43370,43371,0.58,Ideal,F,SI1,61.4,57.0,1408,5.33,5.38,3.29
43371,43372,0.53,Ideal,E,SI1,62.1,53.0,1408,5.2,5.23,3.24
43372,43373,0.38,Very Good,E,IF,62.5,59.0,1409,4.61,4.64,2.89
43373,43374,0.71,Fair,J,SI2,65.5,61.0,1409,5.54,5.49,3.61
43374,43375,0.5,Good,F,VS2,60.9,64.0,1409,5.12,5.1,3.11
43375,43376,0.5,Ideal,E,SI1,61.9,55.0,1409,5.18,5.12,3.19
43376,43377,0.54,Ideal,F,SI2,61.2,57.0,1409,5.25,5.23,3.21
43377,43378,0.5,Premium,F,SI1,62.5,59.0,1409,5.03,4.99,3.13
43378,43379,0.55,Premium,F,SI1,60.2,58.0,1410,5.31,5.35,3.21
43379,43380,0.5,Very Good,H,VS1,63.0,56.0,1410,5.02,5.05,3.17
43380,43381,0.5,Ideal,E,SI1,60.8,57.0,1410,5.09,5.14,3.11
43381,43382,0.5,Good,G,VS2,63.2,57.0,1410,4.99,5.04,3.17
43382,43383,0.55,Ideal,F,SI1,62.4,55.0,1410,5.23,5.28,3.28
43383,43384,0.5,Premium,E,SI1,59.3,59.0,1410,5.19,5.24,3.09
43384,43385,0.5,Ideal,E,SI1,60.1,57.0,1410,5.14,5.27,3.13
43385,43386,0.55,Good,F,SI1,57.0,62.0,1410,5.42,5.44,3.1
43386,43387,0.55,Very Good,F,SI1,59.5,61.0,1410,5.28,5.41,3.18
43387,43388,0.5,Very Good,H,VS1,62.5,58.0,1410,5.04,5.1,3.17
43388,43389,0.5,Ideal,E,SI1,62.2,57.0,1410,5.06,5.1,3.16
43389,43390,0.5,Ideal,E,SI1,62.3,56.0,1410,5.06,5.12,3.17
43390,43391,0.62,Good,D,SI2,64.0,56.0,1410,5.42,5.39,3.46
43391,43392,0.57,Ideal,I,VS2,61.8,57.0,1410,5.31,5.34,3.29
43392,43393,0.57,Ideal,I,VS2,61.9,57.0,1410,5.3,5.33,3.29
43393,43394,0.5,Ideal,I,VS2,61.9,56.0,1410,5.08,5.13,3.16
43394,43395,0.54,Ideal,E,SI1,61.6,57.0,1410,5.23,5.26,3.23
43395,43396,0.5,Ideal,E,SI1,61.6,55.0,1410,5.09,5.13,3.15
43396,43397,0.62,Fair,D,SI2,64.6,57.0,1410,5.39,5.33,3.46
43397,43398,0.5,Very Good,H,VS2,61.2,55.0,1411,5.12,5.16,3.15
43398,43399,0.64,Fair,I,VS2,55.3,69.0,1411,5.85,5.69,3.19
43399,43400,0.59,Premium,F,SI1,61.7,60.0,1412,5.37,5.39,3.32
43400,43401,0.59,Very Good,G,SI1,63.0,57.0,1412,5.35,5.38,3.38
43401,43402,0.59,Very Good,F,SI1,61.7,57.0,1412,5.39,5.43,3.34
43402,43403,0.46,Ideal,G,VVS1,62.0,54.0,1412,4.97,5.0,3.09
43403,43404,0.46,Ideal,G,VVS1,61.5,55.0,1412,4.97,5.01,3.07
43404,43405,0.52,Ideal,E,SI2,61.0,57.0,1412,5.18,5.21,3.17
43405,43406,0.53,Ideal,H,VS2,62.5,56.0,1412,5.19,5.15,3.23
43406,43407,0.53,Ideal,H,VS2,62.4,56.0,1412,5.18,5.17,3.23
43407,43408,0.53,Ideal,D,SI2,62.9,54.0,1412,5.17,5.13,3.24
43408,43409,0.53,Ideal,D,SI2,60.4,57.0,1412,5.3,5.26,3.19
43409,43410,0.53,Ideal,D,SI2,61.4,56.0,1412,5.24,5.22,3.21
43410,43411,0.53,Ideal,D,SI2,61.9,55.0,1412,5.24,5.19,3.23
43411,43412,0.53,Ideal,H,VS2,62.6,57.0,1412,5.17,5.15,3.23
43412,43413,0.53,Premium,H,VS2,61.4,52.0,1412,5.29,5.26,3.24
43413,43414,0.46,Very Good,G,VVS1,61.7,60.0,1413,4.94,4.98,3.06
43414,43415,0.51,Ideal,E,VS2,60.8,56.0,1413,5.18,5.21,3.16
43415,43416,0.57,Very Good,D,SI2,62.9,57.0,1413,5.26,5.3,3.32
43416,43417,0.57,Ideal,D,SI2,61.4,56.0,1413,5.33,5.38,3.29
43417,43418,0.52,Ideal,G,SI1,61.2,55.0,1413,5.17,5.22,3.18
43418,43419,0.41,Ideal,D,VVS1,62.7,56.0,1413,4.77,4.74,2.98
43419,43420,0.41,Premium,D,VVS1,62.2,58.0,1413,4.77,4.71,2.95
43420,43421,0.51,Very Good,H,VS2,60.8,58.0,1414,5.12,5.17,3.13
43421,43422,0.57,Premium,E,SI2,61.2,57.0,1414,5.35,5.31,3.26
43422,43423,0.57,Premium,H,VS2,60.1,61.0,1414,5.4,5.29,3.21
43423,43424,0.7,Premium,I,SI2,62.3,59.0,1415,5.64,5.59,3.5
43424,43425,0.35,Fair,G,VS2,65.9,54.0,1415,5.57,5.53,3.66
43425,43426,0.35,Fair,G,VS2,65.9,54.0,1415,5.57,5.53,3.66
43426,43427,0.53,Very Good,E,SI1,59.7,59.0,1415,5.27,5.29,3.15
43427,43428,0.53,Very Good,D,SI1,59.1,59.0,1415,5.27,5.33,3.13
43428,43429,0.53,Very Good,D,SI1,60.9,59.0,1415,5.18,5.2,3.16
43429,43430,0.5,Very Good,D,SI1,60.3,59.0,1415,5.11,5.14,3.09
43430,43431,0.5,Very Good,D,SI1,62.8,58.0,1415,5.02,5.05,3.16
43431,43432,0.54,Very Good,E,SI2,60.7,56.5,1415,5.24,5.28,3.19
43432,43433,0.62,Premium,J,VVS2,60.9,58.0,1415,5.5,5.56,3.37
43433,43434,0.5,Premium,I,VVS1,58.2,62.0,1415,5.25,5.19,3.04
43434,43435,0.53,Ideal,E,SI1,61.4,56.0,1415,5.21,5.24,3.21
43435,43436,0.5,Ideal,D,SI1,61.4,58.0,1415,5.07,5.1,3.12
43436,43437,0.5,Good,F,VS1,58.0,61.0,1415,5.18,5.23,3.02
43437,43438,0.55,Premium,G,SI1,61.3,59.0,1415,5.28,5.23,3.22
43438,43439,0.55,Ideal,F,SI1,61.8,55.0,1415,5.27,5.22,3.24
43439,43440,0.55,Premium,F,SI1,60.7,57.0,1415,5.3,5.27,3.21
43440,43441,0.5,Good,G,VS2,57.9,61.0,1415,5.23,5.2,3.02
43441,43442,0.5,Ideal,E,SI1,61.6,57.0,1415,5.13,5.09,3.15
43442,43443,0.5,Premium,E,SI1,62.3,58.0,1415,5.15,5.09,3.19
43443,43444,0.5,Premium,E,SI1,60.2,58.0,1415,5.18,5.15,3.11
43444,43445,0.5,Premium,E,SI1,60.7,61.0,1415,5.12,5.09,3.1
43445,43446,0.5,Premium,E,SI1,62.0,59.0,1415,5.1,5.06,3.15
43446,43447,0.5,Premium,E,SI1,63.0,58.0,1415,5.08,5.04,3.19
43447,43448,0.5,Good,E,SI1,63.8,55.0,1415,5.09,5.04,3.23
43448,43449,0.5,Ideal,E,SI1,62.2,57.0,1415,5.11,5.05,3.16
43449,43450,0.5,Premium,E,SI1,61.5,62.0,1415,5.09,5.06,3.12
43450,43451,0.5,Very Good,E,SI1,63.3,58.0,1415,5.03,4.99,3.17
43451,43452,0.5,Very Good,E,SI1,63.3,59.0,1415,5.03,4.99,3.17
43452,43453,0.5,Good,E,SI1,63.7,56.0,1415,5.06,5.02,3.21
43453,43454,0.5,Very Good,E,SI1,63.2,57.0,1415,5.06,5.03,3.19
43454,43455,0.5,Premium,G,VS2,61.5,57.0,1415,5.12,5.09,3.14
43455,43456,0.5,Premium,E,SI1,63.0,59.0,1415,5.01,4.99,3.15
43456,43457,0.5,Premium,G,VS2,60.2,60.0,1415,5.21,5.15,3.12
43457,43458,0.61,Ideal,H,SI1,61.9,54.0,1416,5.44,5.48,3.38
43458,43459,0.51,Very Good,G,VS2,59.1,60.0,1417,5.18,5.21,3.07
43459,43460,0.46,Very Good,E,VS1,60.3,59.2,1417,4.96,5.02,3.01
43460,43461,0.55,Very Good,E,SI1,64.2,55.0,1417,5.18,5.2,3.33
43461,43462,0.51,Very Good,F,VS2,63.2,58.0,1417,5.07,5.05,3.2
43462,43463,0.56,Ideal,I,VS2,62.2,57.0,1417,5.27,5.28,3.28
43463,43464,0.53,Ideal,H,VS2,61.4,55.4,1417,5.19,5.24,3.2
43464,43465,0.56,Ideal,G,SI1,61.3,54.0,1417,5.34,5.37,3.28
43465,43466,0.56,Ideal,G,SI1,62.1,55.0,1417,5.29,5.33,3.3
43466,43467,0.55,Ideal,G,SI1,61.7,58.0,1417,5.27,5.29,3.26
43467,43468,0.47,Very Good,F,VVS2,60.9,59.0,1418,4.99,5.03,3.05
43468,43469,0.46,Ideal,F,VS1,62.7,56.0,1418,4.91,4.94,3.09
43469,43470,0.39,Ideal,E,IF,61.5,55.5,1418,4.68,4.72,2.88
43470,43471,0.59,Very Good,D,SI2,62.7,58.0,1419,5.32,5.37,3.35
43471,43472,0.59,Ideal,D,SI2,62.4,58.0,1419,5.35,5.39,3.35
43472,43473,0.59,Ideal,D,SI2,61.1,56.0,1419,5.4,5.44,3.31
43473,43474,0.41,Ideal,E,IF,62.1,54.0,1419,4.75,4.81,2.97
43474,43475,0.5,Good,E,VS2,63.1,61.0,1419,5.0,5.05,3.17
43475,43476,0.52,Good,F,VS1,61.0,61.0,1419,5.22,5.17,3.17
43476,43477,0.52,Very Good,G,VS1,61.2,57.0,1420,5.17,5.23,3.18
43477,43478,0.51,Very Good,D,SI1,59.4,59.0,1420,5.18,5.22,3.09
43478,43479,0.5,Premium,E,VS2,60.1,61.0,1420,5.2,5.15,3.11
43479,43480,0.5,Premium,E,VS2,58.1,61.0,1420,5.23,5.17,3.02
43480,43481,0.7,Fair,G,SI2,69.3,60.0,1420,5.41,5.35,3.72
43481,43482,0.5,Premium,E,VS2,61.8,59.0,1420,5.07,5.02,3.12
43482,43483,0.38,Very Good,E,IF,59.5,57.0,1421,4.77,4.84,2.86
43483,43484,0.47,Ideal,G,VVS1,61.6,56.0,1421,4.99,5.05,3.09
43484,43485,0.53,Ideal,F,SI2,61.7,55.0,1421,5.22,5.25,3.23
43485,43486,0.58,Ideal,H,SI1,61.8,56.0,1421,5.36,5.38,3.32
43486,43487,0.55,Ideal,G,SI1,60.9,56.0,1421,5.3,5.32,3.24
43487,43488,0.51,Premium,F,SI1,61.3,59.0,1421,5.19,5.15,3.17
43488,43489,0.58,Ideal,H,SI1,60.9,57.0,1421,5.38,5.33,3.26
43489,43490,0.58,Ideal,H,SI1,60.2,57.0,1421,5.47,5.43,3.28
43490,43491,0.51,Premium,F,SI1,61.4,59.0,1421,5.13,5.13,3.16
43491,43492,0.51,Premium,F,SI1,60.7,58.0,1421,5.14,5.1,3.11
43492,43493,0.51,Premium,F,SI1,60.5,59.0,1421,5.18,5.13,3.12
43493,43494,0.54,Premium,G,VS2,62.7,58.0,1422,5.21,5.25,3.28
43494,43495,0.54,Ideal,E,SI1,61.3,56.0,1422,5.22,5.25,3.21
43495,43496,0.54,Good,G,VS2,63.2,55.0,1422,5.15,5.2,3.27
43496,43497,0.54,Premium,E,SI1,61.4,60.0,1422,5.21,5.25,3.21
43497,43498,0.54,Good,G,VS2,63.6,56.0,1422,5.14,5.17,3.28
43498,43499,0.54,Ideal,G,VS2,61.5,55.0,1422,5.24,5.27,3.23
43499,43500,0.47,Very Good,D,VS1,59.5,61.0,1422,5.06,5.03,3.02
43500,43501,0.54,Ideal,E,SI1,61.3,56.0,1422,5.22,5.25,3.21
43501,43502,0.53,Good,E,VS2,58.6,62.0,1422,5.26,5.32,3.1
43502,43503,0.43,Ideal,F,VVS1,62.1,55.0,1422,4.85,4.81,3.0
43503,43504,0.43,Ideal,F,VVS1,62.3,55.0,1422,4.88,4.85,3.03
43504,43505,0.43,Premium,F,VVS1,61.5,56.0,1422,4.9,4.86,3.0
